"park","plot","species","rep","date","plot.1","subplot","height","biomass","topfr","sidefr","notes","fruits","seeds","unique","focal_collect","PLECON","NAVSQU","PLAFIG","EPIDEN","GILCAP","COLLIN","CLAPUR","COLLOM","LACTUCA","SHEARV","GALIUM","LATHVIC","ERILAN","DAUCAR","APOAND","LUPBIC","LEUVUL","TRIFOLIUM","MYOSOTIS","CERGLO","GERANIUM","D","F","G","Z","HYPERNICUM","CIRSIUM","VERARV","MADIA","NAVINT","A","B","C","DANDEION","CLAAMO","MYO","CHICKWEED","VICIA","DAUCUS","LINBIE","PLANTAIN","CAMAS","CLOVER","J","H","I","SEDGE","EPICIL","JUNCUS","SCARLET.PIMPERNEL","FRLA","E","sedge","DICCON","ACMAME","N_neigh","N_neigh8"
"SEM","DIVERSE","NAVSQU",23,"7/22/24",2,"B5",9.4,NA,NA,NA,NA,6,120,"SEM-DIVERSE-2-B5","Y",0,15,0,8,5,0,4,2,0,0,2,2,0,1,3,0,0,2,1,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,34
"SEM","DIVERSE","NAVSQU",24,"7/22/24",2,"A1",22.3,NA,NA,NA,NA,19,380,"SEM-DIVERSE-2-A1","Y",0,6,0,2,1,2,0,0,0,7,2,3,0,0,0,0,0,4,2,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,11
"SEM","DIVERSE","NAVSQU",25,"7/22/24",6,"A2",17.8,NA,NA,NA,NA,13,260,"SEM-DIVERSE-6-A2","Y",0,3,0,1,2,0,0,6,0,0,6,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,12
"SEM","DIVERSE","NAVSQU",26,"7/22/24",6,"C2",22.6,"0.325",13,0,NA,20,400,"SEM-DIVERSE-6-C2","Y",0,19,0,8,3,1,6,11,0,10,5,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69,48
"SEM","DIVERSE","NAVSQU",27,"7/22/24",6,"E4",23.3,NA,NA,NA,NA,21,420,"SEM-DIVERSE-6-E4","Y",0,15,0,9,2,3,2,6,0,5,1,2,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,37
"SEM","DIVERSE","NAVSQU",28,"7/22/24",5,"E5",27.2,NA,NA,NA,NA,30,600,"SEM-DIVERSE-5-E5","Y",0,5,0,14,0,0,1,1,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,21
"SEM","DIVERSE","NAVSQU",29,"7/22/24",5,"D3",31.4,"0.0657",28,4,NA,32,640,"SEM-DIVERSE-5-D3","Y",0,16,0,7,5,1,11,3,0,1,2,0,0,3,1,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,43
"SEM","DIVERSE","NAVSQU",30,"7/22/24",5,"B2",11.2,NA,NA,NA,NA,7,140,"SEM-DIVERSE-5-B2","Y",0,7,0,0,1,0,2,0,0,0,9,0,1,0,0,0,0,1,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,10
"SEM","DIVERSE","NAVSQU",31,"7/22/24",5,"C1",32.7,NA,NA,NA,NA,50,1000,"SEM-DIVERSE-5-C1","Y",0,27,0,3,0,0,1,1,0,12,5,1,0,2,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,32
"SEM","DIVERSE","NAVSQU",32,"7/22/24",7,"A5",17.2,NA,NA,NA,NA,12,240,"SEM-DIVERSE-7-A5","Y",0,5,0,0,1,0,2,1,0,12,7,5,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,9
"SEM","DIVERSE","NAVSQU",33,"7/22/24",7,"E4",22.3,NA,NA,NA,NA,19,380,"SEM-DIVERSE-7-E4","Y",0,6,1,2,0,0,1,1,0,18,5,2,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,11
"SEM","DIVERSE","NAVSQU",34,"7/22/24",7,"D2",8.9,NA,NA,NA,NA,6,120,"SEM-DIVERSE-7-D2","Y",0,5,2,3,4,2,2,6,0,6,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,24
"SEM","DIVERSE","NAVSQU",35,"7/22/24",7,"A4",18.4,NA,NA,NA,NA,13,260,"SEM-DIVERSE-7-A4","Y",0,3,0,1,1,1,1,0,1,4,5,2,0,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,7
"SEM","DIVERSE","CLAPUR",2,"7/19/24",1,"D2",16.5,"0.868",NA,NA,NA,16,320,"SEM-DIVERSE-1-D2","Y",0,14,0,5,5,1,3,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,30
"SEM","DIVERSE","CLAPUR",3,"7/22/24",7,"B3",11.3,"0.731",NA,NA,NA,10,200,"SEM-DIVERSE-7-B3","Y",0,10,0,4,3,1,8,3,0,8,8,1,0,0,1,0,0,2,1,3,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,29
"SEM","DIVERSE","CLAPUR",4,"7/19/24",4,"D3",41,"2.948",NA,NA,NA,37,740,"SEM-DIVERSE-4-D3","Y",0,3,0,3,6,2,4,3,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,21
"SEM","DIVERSE","CLAPUR",5,"7/19/24",4,"C3",31,"0.241",NA,NA,"BT",2,40,"SEM-DIVERSE-4-C3","Y",0,4,0,4,1,0,4,5,0,7,8,6,0,0,1,1,0,0,2,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,18
"SEM","DIVERSE","CLAPUR",6,"7/19/24",1,"E5",23,"0.691",NA,NA,NA,10,200,"SEM-DIVERSE-1-E5","Y",0,3,0,0,2,2,4,0,0,8,5,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,11
"SEM","DIVERSE","CLAPUR",7,"7/19/24",4,"A4",14.8,"0.176",NA,NA,NA,3,60,"SEM-DIVERSE-4-A4","Y",0,1,0,0,0,0,5,0,0,0,8,2,1,0,1,0,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,6
"SEM","DIVERSE","CLAPUR",8,"7/19/24",1,"D4",10.6,"0.145",NA,NA,NA,2,40,"SEM-DIVERSE-1-D4","Y",0,8,0,5,5,1,4,2,0,2,2,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,25
"SEM","DIVERSE","CLAPUR",8,"7/19/24",8,"D2",13,NA,NA,NA,NA,3,60,"SEM-DIVERSE-8-D2","Y",0,2,0,8,0,0,3,4,0,5,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,17
"SEM","DIVERSE","CLAPUR",9,"7/22/24",6,"C5",44.3,NA,NA,NA,NA,20,400,"SEM-DIVERSE-6-C5","Y",0,22,1,13,2,5,3,2,0,5,1,1,0,2,1,0,0,1,0,0,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,48
"SEM","DIVERSE","CLAPUR",10,"7/22/24",6,"A4",19.1,NA,NA,NA,NA,2,40,"SEM-DIVERSE-6-A4","Y",0,15,0,2,2,3,3,1,0,0,4,5,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,26
"SEM","DIVERSE","CLAPUR",11,"7/19/24",8,"E2",16.6,NA,NA,NA,NA,1,20,"SEM-DIVERSE-8-E2","Y",0,1,0,2,0,0,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,7
"SEM","DIVERSE","CLAPUR",12,"7/19/24",8,"D4",11.8,NA,NA,NA,NA,9,180,"SEM-DIVERSE-8-D4","Y",0,3,0,6,5,2,6,4,0,5,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,26
"SEM","DIVERSE","CLAPUR",13,"7/19/24",8,"B1",11.6,NA,NA,NA,NA,10,200,"SEM-DIVERSE-8-B1","Y",0,0,0,0,2,0,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,8
"SEM","DIVERSE","CLAPUR",14,"7/19/24",8,"D3",13.5,NA,NA,NA,NA,4,80,"SEM-DIVERSE-8-D3","Y",0,6,0,0,2,0,4,0,0,4,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,12
"SEM","DIVERSE","CLAPUR",15,"7/19/24",8,"D1",15.1,NA,NA,NA,NA,6,120,"SEM-DIVERSE-8-D1","Y",0,2,0,7,0,0,2,1,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,12
"SEM","DIVERSE","CLAPUR",16,"7/22/24",2,"E5",23.5,NA,NA,NA,NA,2,40,"SEM-DIVERSE-2-E5","Y",0,9,1,5,4,1,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,23
"SEM","DIVERSE","CLAPUR",17,"7/22/24",2,"D3",34.9,NA,NA,NA,NA,21,420,"SEM-DIVERSE-2-D3","Y",0,0,0,2,0,0,1,0,0,2,3,1,1,0,0,0,0,7,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,3
"SEM","DIVERSE","CLAPUR",18,"7/22/24",2,"B3",16.1,NA,NA,NA,NA,10,200,"SEM-DIVERSE-2-B3","Y",0,8,0,1,2,3,2,4,0,4,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,20
"SEM","DIVERSE","CLAPUR",19,"7/22/24",2,"A2",21.7,NA,NA,NA,NA,9,180,"SEM-DIVERSE-2-A2","Y",0,11,0,3,0,0,2,4,0,10,4,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,20
"SEM","DIVERSE","CLAPUR",20,"7/22/24",6,"D1",22.2,NA,NA,NA,NA,2,40,"SEM-DIVERSE-6-D1","Y",0,19,0,9,3,3,4,8,0,13,4,0,0,0,3,0,0,1,1,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,46
"SEM","DIVERSE","CLAPUR",21,"7/22/24",6,"E3",22.1,NA,NA,NA,NA,4,80,"SEM-DIVERSE-6-E3","Y",0,13,0,6,4,0,2,2,0,2,1,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,27
"SEM","DIVERSE","CLAPUR",22,"7/22/24",5,"D4",26.9,NA,NA,NA,NA,4,80,"SEM-DIVERSE-5-D4","Y",0,19,0,10,5,4,8,6,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,52
"SEM","DIVERSE","CLAPUR",23,"7/22/24",5,"E3",18.6,NA,NA,NA,NA,6,120,"SEM-DIVERSE-5-E3","Y",0,6,0,3,1,0,9,3,0,4,1,2,0,4,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,22
"SEM","DIVERSE","CLAPUR",24,"7/22/24",5,"E2",19,NA,NA,NA,NA,4,80,"SEM-DIVERSE-5-E2","Y",0,28,0,3,1,1,3,3,0,2,1,1,0,3,0,0,1,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,39
"SEM","DIVERSE","CLAPUR",25,"7/22/24",7,"C5",17,NA,NA,NA,NA,2,40,"SEM-DIVERSE-7-C5","Y",0,7,0,1,3,1,9,2,0,10,7,3,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,23
"SEM","DIVERSE","CLAPUR",26,"7/22/24",7,"D1",13.8,NA,NA,NA,NA,3,60,"SEM-DIVERSE-7-D1","Y",0,9,0,1,4,0,5,3,0,5,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,22
"SEM","DIVERSE","CLAPUR",27,"7/22/24",7,"C1",17.3,NA,NA,NA,NA,11,220,"SEM-DIVERSE-7-C1","Y",0,3,0,1,3,2,5,6,0,8,5,2,0,0,2,0,0,0,3,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,20
"SEM","DIVERSE","CLAPUR",28,"7/22/24",7,"C4",18.1,NA,NA,NA,NA,6,120,"SEM-DIVERSE-7-C4","Y",0,1,0,2,1,1,5,2,0,5,5,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,12
"SEM","DIVERSE","CLAPUR",29,"7/22/24",7,"C3",19.9,NA,NA,NA,NA,18,360,"SEM-DIVERSE-7-C3","Y",0,8,0,0,0,0,3,0,0,7,4,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,11
"SEM","DIVERSE","COLLIN",3,"7/19/24",1,"B5",NA,"0.031",NA,NA,NA,3,12,"SEM-DIVERSE-1-B5","Y",0,18,2,4,5,0,4,0,0,2,2,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,33
"SEM","DIVERSE","COLLIN",4,"7/19/24",4,"E5",NA,"0.064",NA,NA,NA,11,44,"SEM-DIVERSE-4-E5","Y",0,2,0,1,1,2,2,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,8
"SEM","DIVERSE","COLLIN",5,"7/19/24",1,"A3",NA,"0.025",NA,NA,NA,6,24,"SEM-DIVERSE-1-A3","Y",0,4,0,7,4,3,4,2,0,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,24
"SEM","DIVERSE","COLLIN",6,"7/19/24",1,"D3",NA,"0.027",NA,NA,NA,6,24,"SEM-DIVERSE-1-D3","Y",0,18,0,4,3,1,3,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,31
"SEM","DIVERSE","COLLIN",7,"7/19/24",3,"E1",NA,"0.11",NA,NA,NA,8,32,"SEM-DIVERSE-3-E1","Y",0,4,0,3,3,3,0,3,0,3,5,0,0,0,2,0,0,5,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,16
"SEM","DIVERSE","COLLIN",8,"7/19/24",1,"B4",NA,"0.086",NA,NA,NA,6,24,"SEM-DIVERSE-1-B4","Y",0,12,3,7,7,5,3,4,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,41
"SEM","DIVERSE","COLLIN",9,"7/19/24",3,"D1",NA,NA,NA,NA,NA,6,24,"SEM-DIVERSE-3-D1","Y",0,9,1,3,4,4,1,3,0,2,1,1,0,0,0,0,0,3,0,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,25
"SEM","DIVERSE","COLLIN",10,"7/19/24",3,"C4",NA,NA,NA,NA,NA,10,40,"SEM-DIVERSE-3-C4","Y",0,20,0,6,9,4,1,16,0,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64,56
"SEM","DIVERSE","GILCAP",1,"7/22/24",6,"D5",47.1,"1.48",NA,NA,NA,100,200,"SEM-DIVERSE-6-D5","Y",0,34,0,13,5,2,1,6,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,61
"SEM","DIVERSE","GILCAP",3,"7/22/24",5,"D2",31.2,"1.638",NA,NA,NA,210,420,"SEM-DIVERSE-5-D2","Y",0,17,0,4,3,0,0,5,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,29
"SEM","DIVERSE","GILCAP",5,"7/19/24",4,"A2",36.8,"0.846",NA,NA,NA,70,140,"SEM-DIVERSE-4-A2","Y",0,1,0,1,3,0,2,1,0,1,10,2,0,1,1,0,0,0,0,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,8
"SEM","DIVERSE","GILCAP",6,"7/19/24",1,"A5",24.6,"0.325",NA,NA,NA,10,20,"SEM-DIVERSE-1-A5","Y",0,3,0,8,6,0,10,3,0,9,2,1,0,1,1,0,0,0,6,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,30
"SEM","DIVERSE","GILCAP",7,"7/19/24",3,"D5",51.3,"0.829",NA,NA,NA,60,120,"SEM-DIVERSE-3-D5","Y",0,2,0,2,1,2,1,2,0,7,4,1,0,0,1,0,0,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,10
"SEM","DIVERSE","GILCAP",8,"7/19/24",3,"D2",21.6,"0.268",NA,NA,NA,40,80,"SEM-DIVERSE-3-D2","Y",0,15,0,4,4,0,4,4,0,2,2,0,0,0,1,0,0,4,1,0,0,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,31
"SEM","DIVERSE","GILCAP",9,"7/19/24",3,"B5",49.1,NA,NA,NA,NA,50,100,"SEM-DIVERSE-3-B5","Y",0,7,0,0,2,1,0,6,0,2,5,2,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,16
"SEM","DIVERSE","GILCAP",10,"7/19/24",3,"B1",47.5,NA,NA,NA,NA,50,100,"SEM-DIVERSE-3-B1","Y",0,5,0,6,4,1,2,10,0,5,2,3,0,0,1,0,0,0,1,0,1,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,28
"SEM","DIVERSE","GILCAP",11,"7/19/24",3,"A2",25,NA,NA,NA,NA,10,20,"SEM-DIVERSE-3-A2","Y",0,9,0,3,4,0,2,9,0,5,2,1,0,0,2,0,0,0,0,0,0,0,0,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,27
"SEM","DIVERSE","GILCAP",12,"7/19/24",8,"A1",10.4,NA,NA,NA,NA,20,40,"SEM-DIVERSE-8-A1","Y",0,2,0,2,4,0,6,1,0,6,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,15
"SEM","DIVERSE","GILCAP",13,"7/19/24",8,"A4",36.2,NA,NA,NA,NA,150,300,"SEM-DIVERSE-8-A4","Y",0,0,0,0,1,0,3,1,0,15,3,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,5
"SEM","DIVERSE","GILCAP",14,"7/19/24",8,"C4",19.7,NA,NA,NA,NA,110,220,"SEM-DIVERSE-8-C4","Y",0,9,0,1,3,1,10,0,0,0,5,0,0,1,0,0,0,0,4,2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,24
